fold,prob_cal,y_true
15,0.7376283237800643,1
15,0.7745249722501307,1
15,0.8112965879825766,1
15,0.7808035358223783,1
15,0.7815564272546685,1
15,0.7645207081671488,1
15,0.7733476488938588,1
15,0.8080580330774336,1
15,0.7516835972490096,1
15,0.8118999122855307,1
15,0.7204876064974973,1
15,0.7277150204159641,1
15,0.7348506017655679,1
15,0.7355940965981452,1
15,0.7262604673886339,1
15,0.7497396939489265,1
15,0.7776949183371508,1
15,0.6990406252595954,1
15,0.7845726785406069,1
15,0.7489606303314993,1
15,0.7870543749845282,1
15,0.7669782396101896,1
15,0.786300460340675,1
15,0.8147006496454589,1
15,0.7694303541871476,1
15,0.7408672632980615,1
15,0.7380289249920925,1
15,0.7638683130556968,1
15,0.7615376003824202,1
15,0.7574993364410664,1
5C,0.7098596802265291,0
5C,0.7193460344108744,0
5C,0.7532958821373434,0
5C,0.7532958821373434,0
5C,0.6554036393233793,0
5C,0.6044881451075229,0
5C,0.588852615778444,0
5C,0.5543065426430948,0
5C,0.5717919809000773,0
5C,0.5778971766495954,0
5C,0.6319942659303526,0
5C,0.6124040576823039,0
5C,0.5832560925004313,0
5C,0.5785903784854662,0
5C,0.5325809271091377,0
5C,0.5679719036826781,0
5C,0.5447714071442341,0
5C,0.6059673672308437,0
5C,0.6198522417131903,0
5C,0.5585506774803637,0
5C,0.5481334713306272,0
5C,0.5504211373723878,0
5C,0.6502983380263262,0
5C,0.6262173512581306,0
5C,0.5527417608503813,0
5C,0.5773419510833114,0
5C,0.49555663567537694,0
5C,0.5341884290112013,0
5C,0.5278878352224535,0
5C,0.5272506332372318,0
5C,0.5633935104054858,0
5C,0.6056651876484186,0
5C,0.7361677892293478,0
5C,0.8007336846649947,0
5C,0.6569686816082109,0
5C,0.5694961431972061,0
5C,0.6228480448508565,0
5C,0.6352151133705728,0
5C,0.6074670107159633,0
5C,0.6056839836071352,0
5C,0.5694961431972061,0
5C,0.6181560051358144,0
5C,0.5909922290878021,0
5C,0.6186411269818192,0
5C,0.5961922341148875,0
5C,0.5745849883969322,0
5C,0.5723554949928733,0
5C,0.6017936056093343,0
5C,0.6208189854308639,0
5C,0.619017818358311,0
5C,0.6061254771298277,0
5C,0.6141510273885867,0
5C,0.6074670107159633,0
5C,0.5988843210223784,0
5C,0.6119016041460068,0
5C,0.6056839836071352,0
5C,0.6111603518591792,0
5C,0.6192452792827652,0
5C,0.6076323069115993,0
5C,0.5903250186575009,0
5C,0.579314676367982,0
5C,0.6137730552329016,0
5C,0.5924032154307594,0
5C,0.5891942034549461,0
5C,0.6523254487969574,0
5C,0.6206828201530218,0
5C,0.6125387222107527,0
5C,0.6133782853559963,0
5C,0.6243642230955155,0
5C,0.5771405726676943,0
5C,0.5912439873893571,0
5C,0.6272155075732234,0
5C,0.6343287048371666,0
5C,0.6156513725927881,0
5C,0.6202156417407274,0
5C,0.6162677905746079,0
5C,0.5895249789720823,0
5C,0.596919721624496,0
5C,0.549490564309771,0
5C,0.5393962158050469,0
5C,0.7019538364692308,0
5C,0.7941358242457274,0
5C,0.6650962574781348,0
5C,0.6228480448508565,0
5C,0.6345506611049958,0
5C,0.6212302369512205,0
5C,0.7319345148580505,0
5C,0.6467499441854125,0
5C,0.6544486188106956,0
5C,0.6304669558959164,0
5C,0.6122967459543938,0
5C,0.5972825691582431,0
5C,0.672843777063758,0
5C,0.6444747070393272,0
5C,0.6039849395896035,0
5C,0.5801783193427287,0
5C,0.6652390867304717,0
5C,0.6207687466293363,0
5C,0.5827785087599924,0
5C,0.6364793883902621,0
5C,0.6048922589534972,0
5C,0.6228480448508565,0
5C,0.6352151133705728,0
5C,0.5932034219405279,0
5C,0.6373432390479048,0
5C,0.6419187788967718,0
5C,0.5837624222483785,0
5C,0.5338001181069738,0
5C,0.566766297099857,0
5C,0.5059048229270227,0
5C,0.566226205603233,0
5C,0.5610209349644124,0
5C,0.506403592378504,0
5C,0.5328048476202072,0
5C,0.5124820252066449,0
5C,0.5315375434445133,0
5C,0.5297495219169913,0
5C,0.5367068509548103,0
5C,0.5672535037341587,0
5C,0.5602269741458188,0
5C,0.6015925758733773,0
5C,0.5439069733534562,0
5C,0.5091798050245776,0
5C,0.5837152634001995,0
5C,0.5632848099300599,0
5C,0.5641559426875922,0
5C,0.5356444049858567,0
5C,0.5635567672044185,0
5C,0.5396837301994131,0
5C,0.5848517728998369,0
5C,0.5307164999121294,0
5C,0.5731174251047141,0
5C,0.5878427895514748,0
5C,0.5738259277987688,0
5C,0.5350702657249196,0
5C,0.5050015163936736,0
5C,0.5698189598707798,0
5C,0.5452646560926947,0
5C,0.5906917392018356,0
5C,0.5412095137278625,0
5C,0.5610267117600418,0
5C,0.5298741276070997,0
5C,0.5490633171465803,0
5C,0.5310584141888255,0
5C,0.5433972328356684,0
5C,0.571541214107249,0
5C,0.5858807097618294,0
5C,0.5288552367203553,0
5C,0.5612073640573607,0
5C,0.6197652346782535,0
5C,0.6253032195604771,0
5C,0.5422821758787093,0
5C,0.5513487479357219,0
5C,0.5368665125571446,0
5C,0.535817965150477,0
5C,0.5469501280130067,0
5C,0.5768604304150726,0
5C,0.6182095670245049,0
5C,0.578123554080178,0
5C,0.5420099032199187,0
5C,0.5453775117434831,0
5C,0.7771204915828037,1
5C,0.7771648830677862,1
5C,0.7657410065575986,1
5C,0.747855879121944,1
5C,0.7294273681612827,1
5C,0.7603867232869922,1
5C,0.6463240880664533,1
5C,0.6729172391712317,1
5C,0.7299663542587385,1
5C,0.5942324960313174,1
5C,0.6517338223737943,1
5C,0.7664216124862596,1
5C,0.698643838257362,1
5C,0.6929819575401176,1
5C,0.6977698206079297,1
5C,0.6829216850363872,1
5C,0.7922079073164149,1
5C,0.7908734701660339,1
5C,0.757182641113587,1
5C,0.7556984062476491,1
5C,0.7319616399958713,1
5C,0.8138286753640944,1
5C,0.7121893029388596,1
5C,0.7714220396492605,1
5C,0.7428905123070588,1
5C,0.7338925183873195,1
5C,0.7633640742887532,1
5C,0.7229857620883566,1
5C,0.7501992217158534,1
5C,0.7480300475666913,1
5C,0.7924940433204645,1
5C,0.7403635022329845,1
5C,0.7489407603465751,1
5C,0.7736239699308425,1
5C,0.7715809913369852,1
5C,0.7338178905583651,1
5C,0.7552070412717827,1
5C,0.7806922996288299,1
5C,0.6296222754642737,1
5C,0.6099914063760528,1
5C,0.6202609197521445,1
5C,0.7114425252981659,1
5C,0.7136857071829142,1
5C,0.7256143048165259,1
5C,0.6157828300106061,1
5C,0.712497874025808,1
5C,0.7622503483782191,1
5C,0.7486809345412043,1
5C,0.7255924080794893,1
5C,0.7099062500856307,1
5C,0.5518311380861151,1
5C,0.7845933070868062,1
5C,0.8078861921237251,1
5C,0.7822097571136246,1
5C,0.7457830908181758,1
5C,0.7860083486357013,1
5C,0.791645615454371,1
5C,0.8036990972804193,1
5C,0.8643779599078792,1
5C,0.8814344740048705,1
5C,0.8121036659614448,1
5C,0.8535652012630986,1
5C,0.8460360218162425,1
5C,0.81419375015514,1
5C,0.8145655802386496,1
5C,0.8016449756703101,1
5C,0.8007824486398156,1
5C,0.8284837059859314,1
5C,0.8051821911824326,1
5C,0.8051821911824326,1
5C,0.807710903870658,1
5C,0.8000914503426974,1
5C,0.8144287366674006,1
5C,0.8015461742189198,1
5C,0.8049168650139882,1
5C,0.8055498562894958,1
5C,0.8394328009522396,1
5C,0.8156098259854576,1
5C,0.673556576138349,1
5C,0.7108693213425719,1
5C,0.7380344363613083,1
5C,0.7380344363613083,1
5C,0.7495568971618219,1
5C,0.7174600543395592,1
5C,0.7439864084938523,1
5C,0.7418790981338385,1
5C,0.7369066941496017,1
5C,0.7511737359017622,1
5C,0.8282783408748207,1
5C,0.8242436005303583,1
5C,0.737209468650277,1
5C,0.7148710554611903,1
5C,0.7235107659035651,1
5C,0.7069924406927764,1
5C,0.8104580439606613,1
5C,0.7196488832754357,1
5C,0.6611661131929437,1
5C,0.618276960167111,1
5C,0.717416782557958,1
5C,0.5554659300600296,1
5C,0.5583514130364837,1
5C,0.6696527606261892,1
5C,0.5564859207534939,1
5C,0.594616998595048,1
5C,0.5171106110980043,1
5C,0.5416282105243124,1
5C,0.5416282105243124,1
5C,0.6550470186384547,1
5C,0.5982786317898767,1
5C,0.6205651813028091,1
5C,0.5854616653828429,1
5C,0.5586513619876335,1
5C,0.6323909614526774,1
5C,0.60978558303052,1
5C,0.5879993502861529,1
5C,0.5921671226813779,1
5C,0.6150050774244918,1
5C,0.5980441802908174,1
5C,0.5189377373380644,1
5C,0.5907152669150684,1
5C,0.6147034203021979,1
5C,0.645810916187621,1
5C,0.6336738856899468,1
5C,0.6950269805913797,1
5C,0.5679886288118454,1
5C,0.5594966445963367,1
5C,0.561651822354512,1
5C,0.5694961431972061,1
5C,0.6119684055554138,1
5C,0.5836669588437556,1
5C,0.6073149309790374,1
5C,0.5793746532981063,1
5C,0.5768187386222803,1
5C,0.5768187386222803,1
5C,0.6019525893584974,1
5C,0.6363839809454376,1
6B,0.519036116608437,0
6B,0.5574677757308999,0
6B,0.6049376077460213,0
6B,0.5327551497262436,0
6B,0.5372915893482493,0
6B,0.5872075354953477,0
6B,0.5468856022763776,0
6B,0.7300242974931694,0
6B,0.6944360894818482,0
6B,0.7226412246343213,0
6B,0.4985816050431139,0
6B,0.5498295492286313,0
6B,0.521852209164378,0
6B,0.44897708083628207,0
6B,0.5072539426639527,0
6B,0.515116807764997,0
6B,0.6198788060831586,0
6B,0.6318355448108253,0
6B,0.6493686113951289,0
6B,0.6136920160400756,0
6B,0.7113685177996698,0
6B,0.6784209172648876,0
6B,0.5878608647876846,0
6B,0.5949229518454764,0
6B,0.5474618552920391,0
6B,0.5238098134520415,0
6B,0.5727607630838354,1
6B,0.558312746779599,1
6B,0.5183971126836852,1
6B,0.5882687080929913,1
6B,0.6632624729417791,1
6B,0.5838107474078201,1
6B,0.5747911558570525,1
6B,0.5715903577495846,1
6B,0.5391262063261254,1
6B,0.5077975320112342,1
6B,0.66406159061857,1
6B,0.7778485585508715,1
6B,0.7012420676176371,1
6B,0.49336778890034594,1
6B,0.534647610486877,1
6B,0.6993168122782546,1
6B,0.5659729007883023,1
6B,0.5349865927527195,1
6B,0.5825329307497653,1
6B,0.4786675391227684,1
6B,0.5168650483357897,1
6B,0.5638270513756798,1
6B,0.6264683721743088,1
6B,0.5228104120550962,1
6B,0.826345277474352,1
6B,0.8086535358602337,1
6B,0.8149250450836106,1
6B,0.8386623057075644,1
6B,0.8145106261111592,1
6B,0.6819701600698447,1
6B,0.7880771830643265,1
6B,0.8218474752182989,1
6B,0.7900526097504577,1
6B,0.8201525145113441,1
6B,0.7980911984894895,1
6B,0.8185046792378193,1
6B,0.7127687977092162,1
6B,0.7337232976642276,1
6B,0.7172740650274346,1
6B,0.8109370827854002,1
6B,0.8121789446328245,1
6B,0.7322839629405922,1
6B,0.7360612390297353,1
6B,0.8189588342076489,1
6B,0.6634199818968672,1
6B,0.7422910537497676,1
6B,0.7617067884296042,1
6B,0.7271711523576911,1
6B,0.6973569355888913,1
6B,0.7619732738179484,1
6B,0.7868232136583234,1
6B,0.7233380634097747,1
6B,0.6888527703523669,1
6B,0.6844709404659287,1
6B,0.7132268790195988,1
6B,0.7768505937973169,1
6B,0.6965862697269573,1
6B,0.7632882237174736,1
6B,0.7299489596518588,1
6B,0.7615951844393392,1
6B,0.755237243294336,1
6B,0.776674034262727,1
6B,0.7753797976875262,1
6B,0.7472712441177107,1
6B,0.8344984598846599,1
6B,0.8073880958889479,1
6B,0.6976481764299515,1
6B,0.6865135151591114,1
6B,0.75468664840765,1
6B,0.7545704877737957,1
6B,0.7300189179453495,1
6B,0.7377425387924224,1
6B,0.7958379209001062,1
6B,0.7244918664503102,1
6B,0.6858751973039139,1
6B,0.7442652413378712,1
6B,0.7482400190005636,1
6B,0.7100454360316303,1
6B,0.7331344750432705,1
6B,0.7052069535834788,1
6B,0.7437269967908416,1
6B,0.7612788100604543,1
6B,0.7275145555839314,1
6B,0.7556751366992838,1
6B,0.7391782578431131,1
6B,0.744361995659345,1
6B,0.7809584188187958,1
6B,0.7913112984551282,1
6B,0.7374879775961473,1
6B,0.7802044422121376,1
6B,0.7692065913238717,1
6B,0.7559158347975864,1
6B,0.7424738373840464,1
6B,0.7613663815137244,1
6B,0.7262199101515011,1
6B,0.7944285331055075,1
6B,0.5922705801134115,1
6B,0.6973940639500222,1
6B,0.7239792713133499,1
6B,0.6731705921583279,1
6B,0.7313515571999792,1
6B,0.6761550994525579,1
6B,0.6898509949248286,1
6B,0.6703204223601025,1
6B,0.7550892617458747,1
6B,0.7309354111859837,1
6B,0.7812089982905028,1
6B,0.784219724979083,1
6B,0.7659573921149245,1
6B,0.7458679140444296,1
6B,0.7475753570063494,1
6B,0.6802165635915604,1
6B,0.7427936187594153,1
6B,0.6935645104054255,1
6B,0.6987130061791231,1
6B,0.7788994785812884,1
6B,0.771365732935354,1
6B,0.769751338887586,1
6B,0.7611981367639442,1
6B,0.7954380702571069,1
6B,0.7886006808580701,1
6B,0.8032524856607861,1
6B,0.7997505020758163,1
6B,0.5837028333581308,1
6B,0.7688768294241285,1
6B,0.8447310850048458,1
6B,0.8611503521902486,1
6B,0.8152682723264192,1
6B,0.8075640651235113,1
6B,0.8346783936547931,1
6B,0.8538783622503525,1
6B,0.8269192917578262,1
6B,0.8399001096523611,1
6B,0.8353105396506086,1
6B,0.766114864584015,1
6B,0.7576632765350216,1
6B,0.8472548138712512,1
6B,0.8143178937351558,1
6B,0.7963580524136937,1
6B,0.8277415778835536,1
6B,0.8123623029735569,1
6B,0.8134723686296395,1
6B,0.8630333433658408,1
6B,0.8692876948574413,1
6B,0.829042547521123,1
6B,0.8451357354443891,1
6B,0.7999587979940446,1
6B,0.8667832784443371,1
6B,0.8692876948574413,1
6B,0.8524459789128072,1
6B,0.8275891030160855,1
6B,0.8421998628647542,1
6B,0.8142091213296675,1
6B,0.8737108696729031,1
6B,0.7807493614500592,1
6B,0.7443816721610845,1
6B,0.7113794339841725,1
6B,0.6980979177711365,1
6B,0.8267253627418456,1
6B,0.830796121426768,1
6B,0.8707226232798878,1
6B,0.7548881171128916,1
6B,0.8547893311471864,1
6B,0.798708260313395,1
6B,0.8679047775497658,1
6B,0.7403279798794199,1
6B,0.8421330801113015,1
6B,0.8554467683733464,1
6B,0.6853663918207783,1
6B,0.773858018306956,1
6B,0.7925381081035252,1
6B,0.8102139250809451,1
6B,0.8021985554565197,1
6B,0.8537890140424746,1
6B,0.8200025325823579,1
6B,0.7504909837145095,1
6B,0.8135067411064593,1
6B,0.7942715856695142,1
6B,0.7679664053164281,1
6B,0.8120197970190589,1
6B,0.8253179171941908,1
6B,0.7549395650137739,1
6B,0.7521126393216503,1
6B,0.7490868152604856,1
6B,0.8133284664384891,1
6B,0.6521348188784001,1
6B,0.7811545252080527,1
6B,0.7218468201160833,1
6B,0.7867021718801657,1
6B,0.8596677734916961,1
6B,0.8077185291460649,1
6B,0.8127653780133144,1
6B,0.7330279340628486,1
6B,0.7819285018642088,1
6B,0.7237419013209919,1
6B,0.8605851068232468,1
6B,0.8479839816203563,1
6B,0.7616817653315162,1
6B,0.8183191628711118,1
6B,0.8362247959916073,1
6B,0.8792634230912139,1
6B,0.8272824823053812,1
6B,0.8383794409893561,1
6B,0.8206608699160561,1
6B,0.6960679910794404,0
6B,0.7368914513330713,0
6B,0.7514126351168979,0
6B,0.7358581817877661,0
6B,0.7458803317281129,0
6B,0.7581477898603696,0
6B,0.7531246795553223,0
6B,0.7093564932215792,0
6B,0.7697034445732219,0
6B,0.7349644661715997,0
6B,0.7684404130659478,0
6B,0.7298985943906531,0
6B,0.7311564394825965,0
6B,0.7500915385387621,0
6B,0.74467083140894,0
6B,0.7464611546439655,0
6B,0.7556887553142874,0
6B,0.805293460321718,0
6B,0.7813378576693449,0
6B,0.7612268554998975,0
6B,0.7317866663438997,0
6B,0.8347569030884381,0
6B,0.8221007888275995,0
6B,0.8218663284799065,0
6B,0.6824028123724794,0
6B,0.7013857446546122,0
6B,0.6928274699999755,0
6B,0.7781903396406861,0
6B,0.7242409659184392,0
6B,0.7402449906051409,0
6B,0.7617616255919262,1
6B,0.7818720424176191,1
6B,0.7949582937178554,1
6B,0.7567390084839063,1
6B,0.7335429082256076,1
6B,0.76015522843282,1
6B,0.7460224602863227,1
6B,0.7585993641964307,1
6B,0.756960692623254,1
6B,0.747401564712227,1
6B,0.7326075957344433,1
6B,0.7545194397035174,1
6B,0.7144613344042661,1
6B,0.770675413953477,1
6B,0.7198540548216805,1
6B,0.6980193955874066,1
6B,0.7726400619727355,1
6B,0.822031318085126,1
6B,0.8376474663384122,1
6B,0.7450727403787588,1
6B,0.7380459578208289,1
6B,0.7562070710717584,1
6B,0.7674484028952944,1
6B,0.7994591009220218,1
6B,0.7305901077237589,1
6B,0.7714034150790011,1
6B,0.7048000433970204,1
6B,0.7453036144246092,1
6B,0.7297992156420583,1
6B,0.7327541900060573,1
6B,0.7092737936846667,1
6B,0.7262229169839652,1
6B,0.7567151461238829,1
6B,0.7962130101934994,1
6B,0.7536682358552772,1
6B,0.7758106040163664,1
6B,0.6910270639427954,1
6B,0.7302741798513849,1
6B,0.7181942115910476,1
6B,0.7469121749523627,1
6B,0.7892987776616582,1
6B,0.7006557442259966,1
6B,0.7735911234702122,1
6B,0.6926365238119819,1
6B,0.8531814654154444,1
6B,0.7433585294280982,1
6B,0.7113461234511658,1
6B,0.7544899171255699,1
6B,0.6639726736754291,1
6B,0.7715167770203091,1
6B,0.5390237938432579,1
6B,0.7066786560847325,1
6B,0.7328320520167747,1
6B,0.7310972771949489,1
6B,0.7834960352304555,1
6B,0.7390164281903426,1
6B,0.5542192212253167,1
6B,0.702340467780737,1
6B,0.6327702016873151,1
6B,0.6575954949096038,1
6B,0.768554332100812,1
6B,0.6941490801090785,1
6B,0.830293561086254,1
6B,0.7455075520126297,1
6B,0.8026409667263122,1
6B,0.8199031845958005,1
6B,0.8023592858546621,1
6B,0.8160124761384063,1
6B,0.8230168175273208,1
6B,0.8152585922189034,1
6B,0.7579256186796891,1
6B,0.7986639644960449,1
6B,0.8126076241465716,1
6B,0.8183009104522494,1
6B,0.8028077994076083,1
6B,0.788768893122544,1
6B,0.8041944600317685,1
6B,0.8211382234976577,1
6B,0.8132672955966697,1
6B,0.8420116342831642,1
6B,0.7944062123635172,1
6B,0.7811195480105515,1
6B,0.7284508577694845,1
6B,0.7796118188434445,1
6B,0.8538932215344458,1
6B,0.7870186792878214,1
6B,0.7460527278374863,1
6B,0.7884112970617291,1
6B,0.8446726571755863,1
6B,0.7753235660673613,1
6B,0.6554462015638204,1
6B,0.7376020431318038,1
6B,0.8173922162169849,1
6B,0.8052519625361361,1
6B,0.7557382025394443,1
6B,0.7407310798243054,1
6B,0.7766663265207527,1
6B,0.7412939238963758,1
6B,0.7734736330493269,1
6B,0.711318263585586,1
6B,0.7530291972041677,1
6B,0.8028920223595519,1
6B,0.7873867157665013,1
6B,0.5704873029938919,1
6B,0.7869433003174574,1
6B,0.7102339406772857,1
6B,0.7198101514906561,1
6B,0.7622362129308196,1
6B,0.6523285696075014,1
6B,0.6047568452336349,1
6B,0.7908603526300354,1
6B,0.8385942727099202,1
6B,0.7846979003457659,1
6B,0.8141409060162473,1
6B,0.8202541352465332,1
6B,0.6918961430824813,1
6B,0.7907763743742564,1
6B,0.7366403806568116,1
6B,0.6255046753052067,1
6B,0.5311136666824761,1
6B,0.3462475977362299,1
6B,0.6747152930601046,1
6B,0.7210262983747138,1
6B,0.5549357451871885,1
6B,0.6675494053700876,1
6B,0.7998305463795108,1
6B,0.7728991536385491,1
6B,0.5985880749543677,1
6B,0.6628042158726852,1
6B,0.6886446843663773,1
6B,0.7343956188081842,1
6B,0.6757328527883821,1
6B,0.8255953616297962,1
6B,0.7877574538162502,1
6B,0.8161015151059452,1
6B,0.8069371095462745,1
6B,0.8137546776184356,1
6B,0.7815812518212455,1
6B,0.7924512656202997,1
6B,0.8513196324179839,1
6B,0.7799664577553207,1
6B,0.8048211346038157,1
6B,0.7784393126284563,1
6B,0.8081011423210862,1
6B,0.8544595615068146,1
6B,0.8359209972475341,1
6B,0.7892994320372715,1
6B,0.8071841177321938,1
6B,0.8162051427423773,1
6B,0.768556026286584,1
6B,0.8176329449067447,1
6B,0.8072454138265788,1
6B,0.7970758235390049,1
6B,0.7960601931169413,1
6B,0.8497021799102753,1
6B,0.7769104087474948,1
6B,0.7754276637251961,1
6B,0.784010566357504,1
6B,0.7919787370847711,1
6B,0.7963698242175232,1
6B,0.784409712206162,1
6B,0.794943734290036,1
6B,0.8056212321168668,1
6B,0.8104372120562324,1
6B,0.784409712206162,1
6B,0.8058149893657605,1
6B,0.8207240596498238,1
6B,0.7809124957742021,1
6B,0.7444065950553858,1
6D,0.7730927050402906,1
6D,0.7896486554214558,1
6D,0.7863260894248429,1
6D,0.837230255539061,1
6D,0.8258515371390203,1
6D,0.8090632530854753,1
6D,0.8399329911611086,1
6D,0.7924920536516045,1
6D,0.8043448855616169,1
6D,0.7823829183819989,1
6D,0.8490909716778328,1
6D,0.852656495453647,1
6D,0.8267740585783617,1
6D,0.8241032698403665,1
6D,0.8201045910576131,1
6D,0.8251667400888341,1
6D,0.8222645893745829,1
6D,0.821351230949635,1
6D,0.8226938892572915,1
6D,0.829868995441376,1
6D,0.8374045662341327,1
6D,0.8480937751260345,1
6D,0.8716899629526511,1
6D,0.8367608939755042,1
6D,0.8288076240157242,1
6D,0.820649973703832,1
6D,0.824261779034797,1
6D,0.8217559604504996,1
6D,0.8265975494599117,1
6D,0.842157700569228,1
6D,0.851133551782574,1
6D,0.831890111692797,1
6D,0.8301939712885382,1
6D,0.8277896917106016,1
6D,0.8385758815459744,1
6D,0.7639972613291501,1
6D,0.7756696855591952,1
6D,0.8235716729027931,1
6D,0.8075784622970814,1
6D,0.7919756816748664,1
6D,0.7965143126734265,1
6D,0.789915333280135,1
6D,0.808336226162589,1
6D,0.7745078105046932,1
6D,0.7734747641112817,1
6D,0.7673014686603417,1
6D,0.7735130366098595,0
6D,0.7719796639255108,0
6D,0.8188357680007365,0
6D,0.7515857133911782,0
6D,0.7678621617966672,0
6D,0.7566582227577521,0
6D,0.7543071309810561,0
6D,0.7601854739811696,0
6D,0.816575583300938,0
6D,0.8233831895248197,0
6D,0.8225898055108152,0
6D,0.7724946448720519,0
6D,0.8215933968664212,0
6D,0.8210547943121784,0
6D,0.7746815672093367,0
6D,0.7609361982467869,0
6D,0.7517856389908676,0
6D,0.7447744086732015,0
6D,0.7588935060764674,0
6D,0.761873514449786,0
6D,0.7602930358372229,0
6D,0.724477146370258,0
6D,0.743304693195734,0
6D,0.8176781715150172,0
6D,0.7742755943039715,0
6D,0.7662024585555214,0
6D,0.7537728766285527,0
6D,0.7476528617436066,0
6D,0.73174267167142,0
6D,0.7408938995165097,0
6D,0.8158136727815686,0
6D,0.7117116023023822,0
6D,0.7464805389535538,0
6D,0.7452159238578845,0
6D,0.7577270444188237,0
6D,0.7540605210397777,0
6D,0.77293386772191,0
6D,0.7515910732417561,0
6D,0.7313674854117497,0
6D,0.7515678666503077,0
6D,0.7534984425625318,0
6D,0.7540943491339612,0
6D,0.7518134290447709,0
6D,0.7554489141781078,0
6D,0.7554489141781078,0
6D,0.7570340585628581,0
6D,0.7537051008056231,0
6D,0.7572872453701258,0
6D,0.7804499395109377,0
6D,0.7940997404171295,0
6D,0.8017027879656929,0
6D,0.8177160388433803,0
6D,0.754828200041921,0
6D,0.6815377070254324,0
6D,0.7260536464909499,0
6D,0.7124228067831724,0
6D,0.7243712987180903,0
6D,0.7234182362738882,0
6D,0.6969325852638262,0
6D,0.6927883066102959,0
6D,0.745422811831745,0
6D,0.7564298308419415,0
6D,0.8163985280408511,0
6D,0.6777570961088215,0
6D,0.656911103747273,0
6D,0.6720033421222252,0
6D,0.6846208290292377,0
6D,0.6951453083590338,0
6D,0.6696783400140045,0
6D,0.7073649061126712,0
6D,0.7920690654494444,0
6D,0.7903799919047719,0
6D,0.785366158048394,0
6D,0.79820676663153,0
6D,0.7903799919047719,0
6D,0.7809939500996196,0
6D,0.7704417285025326,0
6D,0.7793049728808504,0
6D,0.7922224030380967,0
6D,0.78050582619027,0
6D,0.7773101151487224,0
6D,0.782325646711238,0
6D,0.7726187794846525,0
