fold,prob,y_true
8,0.06509284586421989,0
8,0.0007928462017385762,0
8,0.001276392714033736,0
8,0.002306835610662962,0
8,0.001198344793988072,0
8,0.0010876833903006651,0
8,0.0015348834578480543,0
8,0.0014575292110057725,0
8,0.0001479880662283491,0
8,0.00015197368956286703,0
8,0.00016758127379668715,0
8,0.00017752986887071133,0
8,0.0001479880662283491,0
8,0.0001479880662283491,0
8,0.0001479880662283491,0
8,0.0001479880662283491,0
8,0.00017752986887071133,0
8,0.0001479880662283491,0
8,0.00015585296255073568,0
8,0.0001329942409438779,0
8,0.00015585296255073568,0
8,0.0001588224937578977,0
8,0.00015585296255073568,0
8,0.00015585296255073568,0
8,0.9980974081326341,1
8,0.9980974081326341,1
8,0.9987443011486542,1
8,0.9994427274995025,1
8,0.9994427274995025,1
8,0.998372885163876,1
8,0.9994427274995025,1
8,0.9996886183978269,1
8,0.9996417276634403,1
8,0.9826976072548576,1
8,0.9983470656970678,1
9,0.043112762232424114,0
9,0.00013398460854201896,0
9,0.00018201106610514985,0
9,0.00017654622296671792,0
9,0.00017654622296671792,0
9,0.00017654622296671792,0
9,0.00017654622296671792,0
9,0.00017654622296671792,0
9,0.00017654622296671792,0
9,0.00017654622296671792,0
9,0.00017654622296671792,0
9,0.0001707199577686315,0
9,0.00017654622296671792,0
9,0.00016415653834462283,0
9,0.00017654622296671792,0
9,0.00017654622296671792,0
9,0.00017654622296671792,0
9,0.00012794796197886256,0
9,0.00017654622296671792,0
9,0.0003815949288612959,0
9,0.9995479919388844,1
9,0.9886004771840842,1
9,0.9996500207782871,1
9,0.9996500207782871,1
9,0.9876812299111105,1
9,0.9987748381428826,1
9,0.9918418317976122,1
9,0.9581712921032619,1
9,0.9804003304496179,1
9,0.9867383915694984,1
9,0.990452074865905,1
9,0.00025761809189579185,0
9,0.00025761809189579185,0
9,0.00036644247809826944,0
9,0.0002915377915741466,0
9,0.0002915377915741466,0
9,0.0002915377915741466,0
10,0.00014825629021137204,0
10,0.012432410005910919,0
10,0.0037520322044522774,0
10,0.01080576091732879,0
10,0.01368468698615554,0
10,0.003036743483554225,0
10,0.005957616580046048,0
10,0.05531643747769655,0
10,0.007494871825200694,0
10,0.00806267190424949,0
10,0.008674675949464675,0
10,0.019855400689769882,0
10,0.005468736032050994,0
10,0.008674675949464675,0
10,0.0002841462433550458,0
10,0.019855400689769882,0
10,0.01368468698615554,0
10,0.01236684763432145,0
10,0.009231168193519176,0
10,0.00015025175143703156,0
10,0.00015025175143703156,0
10,0.00014825629021137204,0
10,0.00014825629021137204,0
10,0.00014825629021137204,0
10,0.00014825629021137204,0
10,0.9996571682287139,1
10,0.9998385065272377,1
10,0.9998182238279055,1
10,0.9997915715449225,1
10,0.9997709202375609,1
10,0.9997915715449225,1
10,0.9997554093427902,1
10,0.9998446878151781,1
10,0.9972801509966295,1
10,0.9998446878151781,1
10,0.9994664728848456,1
10,0.9928125479121432,1
11,0.01845169447151422,0
11,0.009451368808943511,0
11,0.009418777691139512,0
11,0.005351454770695004,0
11,0.004618896975142417,0
11,0.0039490140521558454,0
11,0.0011798141942852768,0
11,0.0004051143995776621,0
11,0.0005410917612827791,0
11,0.000624386491130405,0
11,0.0003187495224372152,0
11,0.00031827184240120203,0
11,0.0001237110567256641,0
11,0.00010720052576565809,0
11,0.00014319689586241206,0
11,0.00031827184240120203,0
11,0.00018983417296401616,0
11,0.00014319689586241206,0
11,0.00014319689586241206,0
11,0.0001237110567256641,0
11,0.4508391129737496,1
11,0.6677552069490156,1
11,0.843122044027772,1
11,0.7939657716008859,1
11,0.9255934342656671,1
11,0.9346461389027708,1
11,0.8192167690963856,1
11,0.7220814132253903,1
11,0.9990493789132155,1
11,0.9996803297640745,1
11,0.9996803297640745,1
11,0.00014319689586241206,0
11,0.00014319689586241206,0
11,0.00014319689586241206,0
11,0.0001880535703724107,0
11,0.0004836209183024161,0
11,0.00014319689586241206,0
11,0.00014319689586241206,0
13,0.015982225231664475,0
13,0.013662133290903678,0
13,0.003286943551509041,0
13,0.007550040999515087,0
13,0.001775353301494789,0
13,0.0006521157607561855,0
13,0.00017300842203934376,0
13,0.0016063556335902558,0
13,0.00016046196226432295,0
13,0.00013613856887315602,0
13,0.00020125652582511796,0
13,0.00015633558408577246,0
13,0.0001739911715462051,0
13,0.0001739911715462051,0
13,0.0001739911715462051,0
13,0.00015633558408577246,0
13,0.0001322280626551634,0
13,0.00015633558408577246,0
13,0.00015633558408577246,0
13,0.00015633558408577246,0
13,0.0009849162515345687,0
13,0.04876406834067891,0
13,0.0007673337983123229,0
13,0.0005894867540791422,0
13,0.0001322280626551634,0
13,0.0001322280626551634,0
13,0.9996621013713598,1
13,0.9996621013713598,1
13,0.9996944360149284,1
13,0.9985500160804313,1
13,0.999674552974056,1
13,0.9996296814465636,1
13,0.9993132294671528,1
13,0.999262304581814,1
13,0.998986343334577,1
13,0.9992630108563296,1
13,0.9986387007560644,1
14,0.0015269048210193948,0
14,0.0003000649620361926,0
14,0.00010286256920587906,0
14,0.0003888490492555028,0
14,0.0002560057575135431,0
14,0.00018901176634214745,0
14,0.0004360782654538472,0
14,0.00043887733354412825,0
14,0.0005257085586712192,0
14,0.00023742577899317225,0
14,0.00023742577899317225,0
14,0.00042384214539441115,0
14,0.00044435166222230315,0
14,0.000257018070651828,0
14,0.00043412137975626874,0
14,0.0004323934493174985,0
14,0.0015775869574314858,0
14,0.0004948158805746212,0
14,0.00021362061207540534,0
14,0.0002441519328257403,0
14,0.9996182044472668,1
14,0.9974575680327633,1
14,0.31696673738311665,1
14,0.5159517905662894,1
14,0.15487468174526114,1
14,0.7287822925020975,1
14,0.045083156840373784,1
14,0.9829716811157367,1
14,0.9971566264176727,1
14,0.9777579574010988,1
14,0.8252972715538325,1
14,0.009642607404781373,0
14,0.011919800004883989,0
14,0.012009203232929287,0
14,0.007284791874189476,0
14,0.007519899661424065,0
14,0.0022464128012763054,0
15,0.0005594648754340385,0
15,0.00015381798987863438,0
15,0.000210824988270231,0
15,0.00015525530302036813,0
15,0.00026655663826468897,0
15,0.0002620616728168161,0
15,0.0005797089265997977,0
15,0.020157637597029855,0
15,0.007850484866872169,0
15,0.00022279219655473178,0
15,0.00015381798987863438,0
15,0.00020319310990296127,0
15,0.00026655663826468897,0
15,0.0001695097061405066,0
15,0.00022279219655473178,0
15,0.000932606037957622,0
15,0.00018469601266245803,0
15,0.00015381798987863438,0
15,0.00022897293709273365,0
15,0.0008508501434389574,0
15,0.0004644419006487198,0
15,0.0006198150311358024,0
15,0.0003546842426456167,0
15,0.00020319310990296127,0
15,0.00017804087572321405,0
15,0.9976321886610275,1
15,0.9970191435076105,1
15,0.9908589777491846,1
15,0.9989984841432168,1
15,0.998855786313243,1
15,0.9355609237323628,1
15,0.9986328484467292,1
15,0.9966850286633289,1
15,0.9968885996917297,1
15,0.9950861719009745,1
15,0.9982383540118311,1
16,0.0007270591211057523,0
16,0.0007564734513921668,0
16,0.0007564734513921668,0
16,0.0007564734513921668,0
16,0.0007811406832607506,0
16,0.0007270591211057523,0
16,0.0007270591211057523,0
16,0.0007564734513921668,0
16,0.0001482764680648512,0
16,0.0001482764680648512,0
16,0.0001482764680648512,0
16,0.0001482764680648512,0
16,0.0001482764680648512,0
16,0.0001482764680648512,0
16,0.0001482764680648512,0
16,0.00014359125136389488,0
16,0.00012337580093961913,0
16,0.0001482764680648512,0
16,0.0001482764680648512,0
16,0.9988914669908898,1
16,0.9998168235293003,1
16,0.9983500556560883,1
16,0.9998168235293003,1
16,0.999716608282844,1
16,0.9996915639246099,1
16,0.9941171477125498,1
16,0.9997156861071241,1
16,0.999780075059266,1
16,0.9997813087174201,1
16,0.9998128457141856,1
16,0.0001482764680648512,0
16,0.0002624925665005308,0
16,0.0002624925665005308,0
16,0.0004447712924971168,0
16,0.0002162465979127735,0
16,0.0005886389780677992,0
17,0.0005315528437811233,0
17,0.0027514447198726654,0
17,0.0005302456640477332,0
17,0.0008002975588623946,0
17,0.0008002975588623946,0
17,0.017630379990718988,0
17,0.006074610762069801,0
17,0.0006271914395710541,0
17,0.0028489900581189893,0
17,0.003976767186495584,0
17,0.0041857989609231745,0
17,0.033353745396517614,0
17,0.00719387770655429,0
17,0.0019918825157460443,0
17,0.0013775373683488582,0
17,0.00024613795454433204,0
17,0.00023764877835330016,0
17,0.00046433617950808215,0
17,0.00023764877835330016,0
17,0.00014525359502228256,0
17,0.0014451626807985697,0
17,6.186842815275762e-05,0
17,5.618409226822667e-05,0
17,0.00011115864835282066,0
17,9.662462817152522e-05,0
17,0.7746012101262291,1
17,0.9475155775759802,1
17,0.027126938777593135,1
17,0.579492779127516,1
17,0.37319423066181767,1
17,9.161612527644388e-05,1
17,0.8608151111873337,1
17,0.9944660865046512,1
17,0.9707410425676286,1
17,0.9793895983582972,1
17,0.5767656696933614,1
17,0.9031438141558032,1
